id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
1096332,Room with a View,80294758485,,Eric,Bronx,Highbridge,40.83232,-73.93184,United States,US,TRUE,flexible,Private room,2006,$483 ,$97 ,323,219,7/4/2019,2.04,1,3,200,"All I ask is that you don't make too big a mess, don't smoke, don't break anything, and be respectful of my roommates/neighbors.",
1096884,Light+Open+Airy+Rustic+Modern Loft,33855109201,,Freddie,Brooklyn,Williamsburg,40.71045,-73.9677,United States,US,FALSE,strict,Entire home/apt,2005,$176 ,$35 ,59,193,7/6/2016,1.78,4,1,219,"- The building and its premises and grounds are 100% smoke free. No smoking of any kind is allowed, neither inside or outside. No smoking in front of the house please. - Please use only the front stairs for access - We apologize but the tub is not available for use. - Please make sure to return any furniture you take out to the deck at night, to prevent it from getting it wet from rain or dew. Thanks!",
1097436,West Inn 2 - East Village,56474290668,,Olivia,Manhattan,East Village,40.72518,-73.98034,United States,US,FALSE,flexible,Private room,2020,$185 ,$37 ,99,84,6/23/2019,0.78,4,4,144,Smoking whatever is your preference is ok on the decks.  Please use ashtrays and dispose of debris.    Clean up after your pet but feel free to use the yard for bathroom activities.,
1097989,Financial District Luxury Loft,57567873573,verified,Amy,Manhattan,Financial District,40.70666,-74.01374,United States,US,FALSE,strict,Entire home/apt,2022,$387 ,$77 ,268,114,6/20/2019,1.06,4,1,320,"No Smoking.  Smoke alarms will sound (not just in the unit, but throughout the other units in the building as well).  Please keep the outside gate closed.  No parties. Overnight guests, other than those listed on the reservation, are not allowed.",
1098541,BROOKLYN VICTORIAN STYLE SUITE.....,83631499592,unconfirmed,Frederick,Brooklyn,Fort Greene,40.69098,-73.97113,United States,US,FALSE,flexible,Private room,2008,"$1,155 ",$231 ,-10,213,6/24/2019,2,5,2,19,There is no smoking on the property. No outside guests are allowed. The building's quiet hours begin at 9pm.,
1099093,Your own Lovely West Village Studio,64716183027,verified,April,Manhattan,West Village,40.73756,-74.00405,United States,US,FALSE,strict,Entire home/apt,2017,$665 ,$133 ,189,86,6/1/2019,0.8,1,1,293,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,
1099645,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,13628045272,verified,Daniel,Manhattan,Harlem,40.81526,-73.94791,United States,US,TRUE,strict,Entire home/apt,2013,$175 ,$35 ,30,80,5/26/2019,0.75,2,3,58,"We ask guests to leave the house as they found it and to respect our home, our belongings, and our privacy. No smoking or drug use in our home at any time.",
1100198,Greenwich Village Stylish Apartment,31589665723,unconfirmed,Jared,Manhattan,West Village,40.73423,-74.0046,United States,US,TRUE,strict,Entire home/apt,2012,$408 ,$82 ,340,38,4/20/2016,0.36,1,1,163,I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.,
1100750,Clean and Cozy Harlem Apartment,42380667906,verified,Ashton,Manhattan,Harlem,40.82374,-73.9373,United States,US,FALSE,strict,Entire home/apt,2019,$601 ,$120 ,128,18,12/17/2018,1.79,3,1,240,"We live on the premises - two women,  two dogs and a cat. We are a strictly NON-SMOKING household - this includes all smokeable substances. We tend to stay up late, so late arrivals to about 11 pm or so are OK. We can arrange for a later check-in via a key box, but we may not meet you in person until the next morning. Check-in is after 5 pm except by prior arrangement, and checkout is at 11 am promptly to allow time for the unit to be cleaned before the next guest. This is a quiet residential neighborhood so please, no parties or loud music. There is door from the 3rd floor onto the roof as a safety exit, but the rubber roof is very delicate.  If you are tempted to walk out on the roof, please do so in your bare feet only.  There is no railing for the roof.  Under no circumstances may children access the roof. Thank you for not smoking any substance on the roof, on the deck or anywhere on the premises.",
1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,unconfirmed,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,US,FALSE,flexible,Private room,2011,$107 ,$21 ,350,206,6/30/2019,1.92,4,2,96,"-No shoes in our home. Please leave them at the door in the foyer. -No smoking in the house indoors. There are ashtrays outside. -No stealing cutlery, utensils, other kitchen items or of any kind. -No damaging walls or windows. -No alterations, decorations, structural changes or additions to the premises. -No lock combinations shall be shared, nor a new lock installed. -Please do not take any of the local town guides. They are for information purposes. -All children should be supervised. -No early check-in or late checkout without prior approval from the property manager. -The maximum occupancy (per contract) {and conditional pet request} may not be exceeded at any time during reservation. -When showering please keep shower curtain inside the tub",
1101855,Beautiful Queens Brownstone! - 5BR,65716686884,unconfirmed,Brad,Queens,Ridgewood,40.70382,-73.89797,United States,US,TRUE,flexible,Entire home/apt,2011,$724 ,$145 ,166,10,5/12/2019,0.11,4,5,300,No Parties allow  Non smoking,
1102407,Couldn't Be Closer To Columbia Uni,44580630332,unconfirmed,Bruce,Manhattan,Morningside Heights,40.80549,-73.95924,United States,US,FALSE,strict,Private room,2019,$450 ,$90 ,110,122,5/14/2019,1.18,4,2,425,,
1102959,,35675205624,unconfirmed,Daniel,Brooklyn,Williamsburg,40.71627,-73.9587,United States,US,FALSE,strict,Entire home/apt,2004,"$1,153 ",$231 ,57,33,4/8/2019,0.58,4,1,421,"This is a home, not a hotel.  Conservation is important. Please do not waste water or electricity. We recycle, reuse, compost and minimize waste. Clean up after yourself and put things away It's a family friendly, urban neighborhood with incidents of crime; please lock doors and windows. Basic self-awareness of the impact of your choices. Communication is important. Let me know what you need. The dining area is not a work space. There is a desk and chaise lounge in guest room that should be used for workspace. I have a study/living room which is not meant for guests.",
1103512,Park Slope haven 15 mins from Soho,36806839312,unconfirmed,Kelsey,Brooklyn,Park Slope,40.67994,-73.97863,United States,US,FALSE,strict,Entire home/apt,2015,$327 ,$65 ,142,52,6/5/2019,0.5,4,1,83,No smoking.,
1104064,SAFE  AND BEAUTIFUL ACCOMODATION,93242543275,verified,Natalie,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,United States,US,FALSE,strict,Private room,2015,$946 ,$189 ,366,126,5/19/2019,1.17,,4,332,,
1104616,Large Room in private Brownstone in Park Slope,25032439747,unconfirmed,Lana,Brooklyn,Prospect Heights,40.67868,-73.97307,United States,US,FALSE,strict,Private room,2017,$498 ,$100 ,,51,6/24/2019,0.48,,3,271,Like it is their own house. I've had problems in the past with AirBnB so I need to be assured that guests will treat the house with respect and care.,
1105168,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",40177622054,unconfirmed,Victor,Manhattan,Upper East Side,40.76834,-73.95334,United States,US,FALSE,flexible,Private room,2020,$720 ,$144 ,,199,6/24/2019,1.85,,1,156,"Stay kinda quiet after 11, don't leave the door open, and you're good to go. Have fun!",
1105721,"LARGE, COMFY 1BDR W/CHARACTER!!!",5715989004,verified,Edgar,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,United States,US,FALSE,flexible,Entire home/apt,2011,$174 ,$35 ,,30,3/2/2022,0.29,,1,,,
1106273,Chelsea Studio sublet 1 - 2 months,4828083235,verified,Antony,Manhattan,Chelsea,40.74031,-73.99999,United States,US,TRUE,moderate,Entire home/apt,2021,$323 ,$65 ,,3,7/17/2015,0.03,,1,,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
1106825,LUX APT IN TIMES SQUARE NEW BUILDING,93725364475,unconfirmed,Aiden,Manhattan,Hell's Kitchen,40.76307,-73.99665,United States,US,FALSE,moderate,Entire home/apt,,$539 ,$108 ,,41,6/26/2025,0.38,2,1,,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dishwasher, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the oven/stove. Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",
1107378,Designer 1 BR Duplex w/ Terrace- Spectacular Views,11711269275,verified,Antony,Manhattan,Lower East Side,40.71882,-73.98852,United States,US,FALSE,strict,Entire home/apt,,$232 ,$46 ,,109,6/15/2019,1.04,2,1,,"You're welcome to use our kitchen, we just ask that you clean up when you're done. There is no smoking, including on the porch.  If you use our frying pans, please use only wood or silicone utensils on them and clean only with the soft side of the sponge.  Please be careful when coming and going not to let the cat out. She can get very curious when the door's open.",
1107930,Lovely Apt & Garden;  Legal;  Best Area; Amenities,47754762661,unconfirmed,Clark,Brooklyn,South Slope,40.6693,-73.98804,United States,US,FALSE,flexible,Entire home/apt,,$968 ,$194 ,,151,6/22/2019,1.43,4,3,,,
1108482,1 Bedroom in 2 Bdrm Apt- Upper East,53580758729,unconfirmed,,Manhattan,Upper East Side,40.77333,-73.95199,United States,US,FALSE,flexible,Private room,,$460 ,$92 ,14,0,,,1,2,,"Absolutely no smoking inside No pets Family friendly! Our home media center is connected to the TV, giving you access to our library of hundreds of movies and shows, including a kid friendly selection Nespresso and a Keurig machines are available for you to make espresso and coffee. We also have a selection of teas. Our yard, shared with two other units, is also available, and features a grill and a table with seating Parking on the street requires an adhesive residential permit. We have free off street parking, which will save you from a ticket There is a fourth, crib size mattress and a bassinet available should you need them Laundry is coin operated and available in the basement",
1109035,Lower East Side $57~/night,66711255974,verified,,Manhattan,Lower East Side,40.72319,-73.99201,United States,US,FALSE,moderate,Private room,,$81 ,$16 ,1,285,6/22/2019,2.69,1,1,,"No smoking, no showering after 10pm, no shoes in the house we can provide slippers, no loud music please, no late check in after 9pm",
1109587,Prime Location in Manhattan,47239505401,verified,,,Chelsea,40.74859,-73.99671,United States,US,TRUE,flexible,Private room,,$267 ,$53 ,1,375,6/18/2019,3.52,3,1,,"ANDREA'S HOUSE RULES:  ** All overnight guests must be booked through Airbnb. If you plan to have visitors during your stay, please check with us beforehand.  ** Urban Oasis is a NO-SHOES space. There is a bench just inside the door where you can sit and remove your shoes. PLEASE BRING SLIPPERS or inside shoes if it is your preference for inside.  ** Please help us avoid any staining and damage to the furniture & linens by keeping food and beverages out of the bed. [**For MAKEUP REMOVAL please use the wipes provided and/or the dark washcloth.] ** AFTER CHECK-OUT, I'm happy to post forgotten items. There is a $25 (plus postage) fee for this service. Should you need this, the extra fee goes through the Airbnb Resolution Center.  ** Please use the PAPER TOWELS from your kitchen area to clean up messes that could stain our whites  ** Enjoy our apartment and please leave it clean & tidy as you found it  ** Thank you for not smoking inside. If you must, please do so outside. There is an asht",
1110139,( F) Excellent/Pvt Rm,39463875808,unconfirmed,,Queens,Jamaica,40.67252,-73.76597,United States,US,TRUE,moderate,Private room,,"$1,084 ",$217 ,2,52,5/20/2019,0.49,2,2,,"Reasonably quiet after 9.  Having said that, I should note that the walls of this 145 year old mansion are thick, so average noise will not travel beyond your suite.  So sorry, but no burning of candles.",
1110691,"Quiet, sunny Midtown Manhattan apt.",72064826815,verified,,Manhattan,Hell's Kitchen,40.76244,-73.99271,United States,US,TRUE,flexible,Entire home/apt,2013,$402 ,$80 ,5,10,7/1/2019,1.01,3,1,,"The unit is a two unit condo.  Noise needs to be reduced after 11pm.  Unit is no smoking, any smoking must be done in the back yard area.  No pets are allowed.  Security deposit paid up front  covers any damaged items.  The deposit will be refunded after inspection of the unit.  Cleaning fee of $135 will be assessed for basic cleaning of the unit.  Excessive cleaning with be subject to a greater fee, taken from the security deposit.  ",
1111244,Big Room/Washer-Dryer/Wifi/AC/JMZ,43945171386,verified,,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,,,,,Private room,,$457 ,$91 ,2,11,11/13/2017,0.48,3,1,,"We try hard to make our home lovely, and ask you to treat it with respect.  The only other rules are no guests, pets, or smoking in the apartment.",
1111796,cozy studio with parking spot,16211727428,unconfirmed,Dale,Queens,Middle Village,40.71722,-73.87856,,,,,Entire home/apt,,$938 ,$188 ,30,33,5/9/2015,0.31,4,5,,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",
1112348,Clean and convenient 2BR apartment,51018805199,unconfirmed,Lydia,Queens,Ridgewood,40.70234,-73.89816,,,,,Private room,,$405 ,$81 ,7,6,10/8/2015,0.06,3,5,420,No smoking.  Please keep cats out of bedrooms and bathroom to keep them clean.  Do not let cats outside.  Please make sure front door is locked behind you when entering the house.,
1112901,,21389589535,unconfirmed,Annabella,Queens,Middle Village,40.71546,-73.87854,,,,,Entire home/apt,,$907 ,$181 ,7,38,4/27/2019,0.38,4,5,294,Please no smoking in the house.  We are quiet folks who need to get up early for work/school.   On the weekends we're very busy usually but enjoy sharing morning coffee/tea with guests and offering our ideas for how to spend the day.   The house is very clean but comfortable.   ,
1113453,,80926683538,,Cherry,Brooklyn,Williamsburg,40.7195,-73.95976,,,,,Entire home/apt,,$693 ,$139 ,2,358,6/20/2019,3.44,3,2,286,There is no parking on my street for guests. You must park on the adjacent streets. No Smoking in the unit.  We have a dog named Daphne so no other pets allowed. We are an active family and might not be available during your stay. Lock the door when you come and go. Leave the room as you found it. Let me know if you have any issues or questions.,
1114005,,20738355824,,Nicholas,Manhattan,Hell's Kitchen,40.76548,-73.98474,,,,,Shared room,,$586 ,$117 ,6,10,1/7/2014,0.09,1,1,399,,
1114558,,27207072817,,Jack,Manhattan,Harlem,40.80234,-73.95603,,,,,Private room,,$112 ,$22 ,30,0,,,1,1,12,"Shoes off please Cat can go in or out as he desires, don't worry if you let him out No smoking No drugs or excessive alcohol No pets Please do not light candles We will provide a small basket for your toiletries to bring to and from the bathroom. Please discuss any guests you bring into the household beyond those on the reservation with Orion. No excessive noise and conversations, particularly in the stairwell.",
1115110,,87631747854,,Amanda,,Prospect Heights,40.6787,-73.97262,United States,US,FALSE,strict,Private room,,$936 ,$187 ,2,226,6/6/2019,2.12,4,3,263,This is a non smoking house.  Quiet hours are from 10pm until 8am.  Cars must be parked within fence so as not to block neighbors driveway.  One parking spot only per room. Please don't use the kitchen for cooking as cleanliness becomes difficult to maintain with the velocity of guests that we host. We welcome you to have breakfast at your leisure.  Please place dirty dishes in the dishwasher unless it’s full of clean dishes!,
1115662,,14045566528,,Adrianna,Manhattan,Harlem,40.81035,-73.94598,United States,US,FALSE,moderate,Entire home/apt,2022,$749 ,$150 ,1,104,6/22/2019,1,1,5,15,"Please respect our neighbors and keep the noise level at a respectful level. While we hear very little from our downstairs neighbor, she hears our sounds easily.",
1116214,Cozy bedroom by Yankee Stadium,30253075852,,Vincent,Bronx,Highbridge,40.83075,-73.93058,United States,US,TRUE,flexible,Private room,2007,$538 ,$108 ,1,138,6/30/2019,1.45,1,3,138,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on your private deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,
1116767,Great apartment with private bathroom and entrance,50778476532,,Frederick,Manhattan,East Harlem,40.79958,-73.94275,United States,US,FALSE,flexible,Private room,2007,$252 ,$50 ,5,204,6/23/2019,1.92,1,1,327,1. no pets 2. no smoking 3. no use of fireplace ,
1117319,Private Garden Apt • New Renovation,760769897,,Ryan,Brooklyn,Williamsburg,40.71625,-73.93845,United States,US,TRUE,moderate,Entire home/apt,2020,,$176 ,2,253,7/2/2019,3.04,3,1,124,Just general respect for the place and my neighbors. Be aware about noise on the back deck in the evening.,
1117871,Modern comfort in art infused landmark Brownstone,25801284480,,Tiana,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,United States,US,TRUE,strict,Private room,2019,,$152 ,2,23,7/1/2019,0.22,5,1,137,"Enjoy your stay, and please take care of the apartment like it's your own home. No parties and no smoking please.",
1118424,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",62325020363,,Perkins,Manhattan,NoHo,40.72773,-73.99134,United States,US,TRUE,flexible,Private room,2016,,$151 ,2,115,12/5/2018,1.17,2,1,192,"SMOKING: Not allowed anywhere on the property! Violation of this rule WILL result in an added cleaning fee. DOORS: Doors to the condo and building are to remain CLOSED and LOCKED at all times. PARKING: If you need a space to park, please let me know immediately! I have one space available and it can accommodate 1-car only. The street is parking by permit only.  You will be ticketed if you try to park there during the day (MON - FRI). There is a pay lot at the end of my street if you are traveling with two cars. The cost is under $10 a day. NOISE: Please be respectful of the community and my neighbors and keep noise levels to a minimum at all times. KITCHEN:  Anything in the kitchen (spices, oils, things in the fridge, etc.) are yours to use. TOWELS & LINENS: The condo has plenty of towels and linens. Please be conscious of the environment and try to limit the amount of towels you use during your stay.",
1118976,Sleek & Comfortable Soho Apt,47502993049,,Brown,Manhattan,West Village,40.72861,-74.0049,United States,US,FALSE,moderate,Entire home/apt,2006,,$48 ,5,129,5/19/2019,,2,1,81,,
1119528,Spacious Williamsburg Share w/ LOFT BED,21636248705,verified,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,United States,US,FALSE,strict,Private room,2017,$131 ,$26 ,4,82,6/10/2019,,4,2,361,This is our home and we want guests who respect our privacy and the fact that we are two working parents with kids. We can usually be flexible with check-in and check-out times so please let us know if you have any particular needs.,
1120081,Cozy 2 br in sunny Fort Greene apt,30191089894,unconfirmed,Andrews,Brooklyn,Fort Greene,40.68656,-73.97525,United States,US,FALSE,strict,Private room,2005,$444 ,$89 ,3,37,12/31/2018,0.35,1,1,341,"This is a non-smoking, pet friendly house. Please don't let the cats out.",
1120633,Cozy East Village Railroad 1 Bed!,79861348248,verified,Cooper,Manhattan,East Village,40.72752,-73.98432,United States,US,FALSE,strict,Entire home/apt,2010,"$1,089 ",$218 ,1,204,7/1/2019,2.04,5,1,353,No parties no loud music any issues please call,
1121185,1 Bedroom Loft w/ Private Roof Deck,11696098683,unconfirmed,Foster,Brooklyn,Greenpoint,40.729,-73.95829,United States,US,TRUE,strict,Entire home/apt,2017,$518 ,$104 ,2,69,6/13/2019,0.65,2,1,213,,
1121737,City Room - Private & Comfy Bedroom,38264908739,verified,Morrison,Manhattan,Harlem,40.81219,-73.94499,United States,US,TRUE,strict,Private room,2010,$220 ,$44 ,1,192,,1.84,5,5,137,"Check-in time can sometimes be flexible and we can provide advice for luggage storage if needed. No smokers please. Please do not spray perfumes, colognes or after-shaves as Nina has allergies.  Thanks for understanding. No eating in the bedroom.  Enjoy your stay!",
1122290,Elegant NYC Pad,49921339869,unconfirmed,Bennett,Queens,Ditmars Steinway,40.77185,-73.90502,United States,US,TRUE,moderate,Entire home/apt,2016,"$1,133 ",$227 ,2,17,,0.16,3,1,336,"Earlier than 1pm check-in may be an option, will accommodate when possible.   Mutual civility and respect make life simple.  I tend to turn in by 10pm - so this not a great location for very  late night check-ins.  Not a good situation for coming and going into the small hours. Quiet after 10pm.",
1122842,"Clean & bright 1BR in Cobble Hill, GREAT location!",38579657286,unconfirmed,Baker,Brooklyn,Cobble Hill,40.68926,-73.99386,United States,US,TRUE,strict,Entire home/apt,2021,$316 ,$63 ,2,222,,2.12,2,1,23,"People live downstairs, so please don't walk around wearing hard shoes, be quiet on the stairway, and quiet down after 11:00. No candles in the apartment. Please carefully make sure the front door clicks shut when you come or go! Thank you!",
1123394,"Modern, Large East Village Loft",13467711251,unconfirmed,Spencer,Manhattan,East Village,40.72821,-73.98701,United States,US,TRUE,flexible,Entire home/apt,2015,$396 ,$79 ,3,205,6/23/2019,1.96,4,1,19,,
1123947,"Great new apt, close to everything",79638424542,verified,Ross,Manhattan,Hell's Kitchen,40.7672,-73.98508,United States,US,FALSE,flexible,Entire home/apt,2020,$813 ,$163 ,3,94,6/9/2019,0.96,5,1,395,"Kid friendly if you bring your own pack n play or crib. IF YOU HAVE ALLERGIES PLEASE LET US KNOW. There is a dog who lives here, who will not be present for your stay, but who might have left behind some dander that could make you sad!",
1124499,Quiet & Clean Retreat in the City,18399221085,unconfirmed,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,US,FALSE,moderate,Entire home/apt,2017,$111 ,$22 ,3,7,5/24/2019,0.07,3,1,410,"We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.  Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat and organized in the shared bathroom, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.   Sorry, no pets allowed.",
1125051,Stylish Large Gramercy Loft!,80178020812,unconfirmed,Martin,Manhattan,Flatiron District,40.7403,-73.98498,United States,US,TRUE,strict,Entire home/apt,2020,$908 ,$182 ,2,108,6/30/2019,1.09,2,1,78,"-NO smoking inside. You are welcome to smoke outside, but please be respectful if the kids are in the yard or garden. -NO candles or incense please! The gas stove should be the only indoor flame.  -We ask guests to maintain quiet from 9pm-9am and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner, and we love noisy kids, but loud music or loud parties do not work well in this space.  -The original house and foundation are over 150 years old, and although we strive to keep it very clean the occasional mouse or animal has found it's way in (mostly behind the walls, so you might hear scratching although we are trying to seal all the foundation holes), so please keep food mess put away. -Please clean up messes that could stain or damage our carpets, furniture or bathroom. Hair dyeing and hair cuts are not allowed in the apartment as the wood and claw foot tub can stain very easily. -Please remove muddy, snowy or shoes with anything on them t",
1125604,The Brownstone-Luxury 1 Bd Apt/NYC,95734990661,verified,Dixon,Manhattan,Harlem,40.80931,-73.94343,United States,US,TRUE,moderate,Entire home/apt,2008,$823 ,$165 ,3,222,6/26/2019,2.1,5,2,188,Please treat my home with the love and care you would give your own.,
1126156,PRIVATE Room on Historic Sugar Hill,46480721644,unconfirmed,Allen,Manhattan,Harlem,40.8251,-73.94287,United States,US,TRUE,flexible,Private room,2011,$186 ,$37 ,1,458,7/3/2019,4.58,4,2,338,- Animaux sur place (lapins) - respect du voisinage - Acces à la chambre des autres locataires interdit ,
1126708,South Slope Green,20576025416,verified,Murphy,Brooklyn,Windsor Terrace,40.6585,-73.98397,United States,US,FALSE,strict,Private room,2021,$84 ,$17 ,2,21,5/17/2019,0.26,1,1,66,"No candles. Close and lock windows when you leave the house. Clean up after yourself in the bathroom and the kitchen. Mutual respect and have fun! If you want to have an event or party, let's check in about it first.",
1127260,"17 Flr. Manhattan Views, Nr. Subway",81471714501,unconfirmed,Clark,Manhattan,Roosevelt Island,40.76193,-73.9501,United States,US,FALSE,moderate,Private room,2018,$241 ,$48 ,7,17,5/8/2019,0.3,4,1,322,Guests are liable for any damage to the unit or property. Guests assume all personal liability and risk for injury to themselves and others during their stay.,
1127813,"Spacious 1BR, Adorable Clean Quiet",5961679794,verified,Montgomery,Manhattan,Lower East Side,40.72052,-73.98589,United States,US,FALSE,strict,Entire home/apt,2017,$54 ,$11 ,3,41,1/2/2019,0.39,3,1,322,"Guests to be reasonable; don't make late-night and AM noise,  ASK about having pets-- dogs usually OK; cats (due to allergy) usually not OK Children welcome Shared bath has never been a problem No smoking inside. Washer and Line for drying available. Pls. use fridge/stove, etc.",
1128365,"Nice, clean, safe, convenient 3BR",41153188173,unconfirmed,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,US,TRUE,strict,Entire home/apt,2020,$656 ,$131 ,14,1,4/3/2022,0.01,5,5,80,"-Remove shoes -be sure to lock the front door when entering or leaving the house -be reasonably quiet during sleeping hours - clean up after yourself in common areas like kitchen and bathroom -Good communication is key - There may be other guests staying and you will be sharing the bathroom with the host and one other guest. Please tell me a little bit about yourself and your purpose for the trip. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly household, reasonably quiet. -We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM.  -No smoking -No pets - For safety reasons please do not invite other people to our place.  -Ask if you need anything, I will be providing you with towels, shampoo, conditioner, body wash, lotion, hair dryer. Self serve breakfast items will be provided as well, Coffee, tea, milk, half and half, yogurt, english muffins, with jam and butter, fresh fruits, instant oatmeal, and ce",
1128917,Franklin St Flat in Trendy Greenpoint Brooklyn,25015494698,unconfirmed,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,US,TRUE,flexible,Entire home/apt,2018,$509 ,$102 ,2,69,5/19/2019,0.67,5,1,146,"No shoes in the house please - helps clean the house clean from dirt and germs. We don't charge a cleaning fee, so please leave the house in good shape.  Thank You!",
1129470,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,unconfirmed,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,US,FALSE,flexible,Entire home/apt,2016,"$1,198 ",$240 ,4,18,7/1/2019,0.18,5,2,382,No smoking inside or outside.  Please no food in the bedroom and keep the bedroom and bathroom neat.  Clean up after you are finished in the kitchen.,
1130022,,969495230,unconfirmed,Morrison,Manhattan,Midtown,40.7589,-73.96991,United States,US,TRUE,flexible,Entire home/apt,2003,$588 ,$118 ,30,82,1/5/2016,0.78,1,1,329,"No smoking, no extra guests and no parties.",
1130574,,21781584182,verified,Miller,Manhattan,SoHo,40.72003,-74.00262,United States,US,TRUE,strict,Entire home/apt,2014,$228 ,$46 ,4,94,6/23/2019,0.99,1,1,9,"Quiet house, respectful of other units in the building.",
1131127,,12938638555,unconfirmed,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,US,TRUE,moderate,Entire home/apt,2011,$874 ,$175 ,5,10,5/11/2019,0.1,4,1,256,Guest should bring own towels; sheets are provided.,
1131679,,74291995690,unconfirmed,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,US,FALSE,flexible,Entire home/apt,2020,"$1,052 ",$210 ,28,183,9/29/2018,1.83,2,2,-6,- We have school age children and request that our guests do not come and go and after 11pm on weekdays.,
1132231,City Room - Private Luxury Suite,34228394206,verified,Clark,Manhattan,Harlem,40.8118,-73.94434,United States,US,TRUE,moderate,Private room,2011,"$1,127 ",$225 ,1,189,6/11/2019,1.82,3,5,83,,
1132783,Private Room/bath Luxurious Harlem,6289503909,unconfirmed,Payne,Manhattan,Harlem,40.81583,-73.94707,United States,US,FALSE,flexible,Private room,,$137 ,$27 ,2,1,10/7/2018,0.11,4,1,173,smoking outside no pets quiet friendly people preferred,
1133336,The gem of the East Village,73371624660,verified,Russell,Manhattan,East Village,40.72654,-73.98049,United States,US,TRUE,flexible,Entire home/apt,,$138 ,$28 ,2,127,6/20/2019,1.22,4,1,386,Quiet times are 9pm-8am. Please note that there are children in the house getting up for school at 6 am on Thursdays and Fridays. This is not the ideal place for late-sleepers! All overnight guests must be booked through Airbnb. If you plan to have visitors to your room please check with us beforehand. No smoking or drugs in the house. Moderate drinking ok. No candles or any open flames. ,
1133888,"Bright and spacious, garden below!",38278567651,unconfirmed,Cooper,Manhattan,Upper West Side,40.80021,-73.96071,United States,US,FALSE,moderate,Entire home/apt,,$597 ,$119 ,4,4,8/25/2017,0.04,3,1,201,"All overnight guests must be booked through Airbnb. If you plan to have visitors to your room please check with us beforehand. No candles or other open flames. No smoking, or drugs in the house.  Moderate drinking ok. ",
1134440,ACCOMMODATIONS GALORE #2,81849555528,verified,Richardson,,East Harlem,40.80942,-73.93936,United States,US,FALSE,flexible,Entire home/apt,,$252 ,$50 ,3,135,6/20/2019,1.3,1,3,109,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule.""",
